15,64
15,190
15,289
15,191
15,299
15,48
15,2
15,345
15,166
15,186
15,346
15,219
15,309
15,310
15,154
15,311
15,312
15,246
15,67
15,313
15,347
15,348
15,314
15,315
15,316
15,317
15,318
15,197
15,284
15,319
15,320
15,321
15,322
15,323
15,195
15,286
15,324
15,325
15,253
15,26
15,177
15,16
15,29
15,32
15,235
15,116
15,326
15,183
15,187
15,245
15,69
15,70
15,71
15,328
15,297
15,329
15,330
15,331
15,332
15,139
15,110
15,350
15,292
15,206
15,333
15,334
15,335
15,336
15,175
15,230
15,337
15,338
15,119
15,339
15,351
15,242
15,340
15,341
15,342
15,13
15,30
15,343
15,55
21,2
310,154
310,352
310,2
310,311
310,240
310,246
310,43
310,353
155,154
155,31
155,245
155,246
354,154
354,245
354,31
246,314
246,245
66,116
66,205
66,231
66,275
66,227
66,228
66,5
66,229
66,3
66,105
66,10
66,2
66,355
66,332
66,67
66,313
66,7
66,308
66,6
66,186
66,64
66,295
66,343
66,119
66,330
66,120
66,356
66,357
66,201
66,158
66,358
66,359
66,360
66,23
66,248
66,102
66,265
66,91
66,361
66,139
154,43
154,353
154,245
154,31
154,186
154,30
154,64
154,10
154,67
102,101
102,261
102,259
102,180
102,248
102,31
102,129
102,260
102,258
102,256
102,257
102,344
102,228
102,202
102,111
102,48
102,10
102,299
102,362
102,2
102,230
102,363
102,364
102,365
102,329
102,330
102,201
102,139
102,91
102,360
102,23
102,366
102,367
102,368
102,5
102,3
102,361
102,369
207,206
207,208
28,2
28,235
28,10
28,5
28,3
28,29
28,25
28,27
32,29
32,33
32,35
29,25
29,27
29,183
29,370
29,2
29,67
307,2
307,183
307,7
307,6
370,2
370,67
370,334
370,344
326,183
326,2
326,371
326,16
372,30
372,13
372,12
372,31
183,7
183,6
183,327
215,216
108,373
108,374
108,116
108,2
108,71
26,25
26,27
26,308
26,339
308,27
308,7
308,6
25,27
226,64
226,364
226,116
249,119
249,120
249,367
249,6
249,7
119,248
119,120
119,137
119,260
119,135
119,261
119,131
119,258
119,81
119,256
119,87
119,259
119,84
119,257
119,356
119,2
119,362
119,170
119,245
119,33
119,330
119,338
119,31
119,367
119,369
119,128
120,248
120,137
120,260
120,135
120,261
120,131
120,258
120,81
120,256
120,87
120,259
120,84
120,257
120,356
120,2
120,362
120,170
120,245
120,33
120,330
120,367
120,369
120,128
338,337
338,31
48,10
48,111
48,299
48,362
48,47
48,60
48,344
48,101
48,297
48,293
48,166
48,349
48,2
48,375
48,31
376,377
376,6
376,378
376,7
379,6
379,380
379,7
379,381
381,47
381,2
378,6
378,7
380,6
380,7
47,60
47,2
297,2
297,382
297,6
297,293
297,7
297,67
297,186
297,350
297,64
297,31
297,59
299,10
299,111
299,362
299,344
299,101
299,382
299,2
299,64
299,383
299,293
299,166
299,349
331,332
331,2
331,10
331,384
331,385
331,205
331,386
2,84
2,81
2,87
2,5
2,3
2,180
2,131
2,137
2,135
2,356
2,387
2,67
2,64
2,6
2,7
2,222
2,23
2,10
2,224
2,362
2,273
2,170
2,388
2,389
2,390
2,344
2,365
2,101
2,230
2,363
2,391
2,229
2,129
2,332
2,54
2,51
2,53
2,339
2,392
2,293
2,345
2,1
2,393
2,158
2,394
2,205
2,395
2,396
2,346
2,166
2,309
2,221
2,70
2,397
2,245
2,398
2,187
2,352
2,311
2,240
2,382
2,399
2,400
2,401
2,402
2,351
2,313
2,403
2,116
2,404
2,405
2,56
2,69
2,406
2,314
2,55
2,407
2,408
2,318
2,284
2,409
2,197
2,410
2,377
2,325
2,31
2,235
2,12
2,411
2,186
2,141
2,301
2,383
2,412
2,413
2,58
2,59
2,385
2,71
2,414
2,219
2,291
2,220
2,269
2,270
2,349
2,350
2,52
2,364
2,371
2,16
2,292
2,206
2,415
2,416
2,417
2,418
2,419
2,420
2,421
2,422
2,334
2,91
2,241
2,238
2,423
2,424
2,375
2,208
2,425
2,426
2,148
2,150
2,144
2,145
2,265
2,427
2,428
2,13
2,429
2,324
2,430
2,128
2,431
2,432
385,205
385,336
385,433
385,71
385,414
385,424
385,364
385,425
385,426
385,70
385,384
293,67
293,6
293,7
293,166
293,349
293,10
293,5
293,3
293,350
434,373
434,374
434,116
265,67
387,5
387,3
387,129
387,356
435,390
435,70
63,64
63,364
63,70
63,116
63,23
63,99
63,357
63,234
63,91
416,415
416,417
393,158
393,394
393,348
393,170
348,166
348,347
348,31
348,170
346,166
346,67
346,186
346,64
346,31
166,67
166,64
166,230
166,186
166,31
166,347
166,313
166,141
166,10
166,170
166,349
277,6
277,7
277,10
277,219
277,3
277,5
347,158
347,313
347,10
347,31
220,291
220,23
220,69
220,67
69,67
69,406
69,404
69,116
69,64
69,10
69,366
69,344
69,23
403,67
403,116
403,404
427,24
427,205
427,31
427,64
427,428
64,99
64,186
64,3
64,5
64,67
64,6
64,7
64,222
64,224
64,190
64,10
64,289
64,158
64,1
64,230
64,31
64,274
64,294
64,116
64,231
64,232
64,177
64,313
64,436
64,437
64,328
64,383
64,350
64,233
64,91
64,234
64,428
64,30
328,6
328,1
328,7
328,10
1,158
1,5
1,3
1,6
1,7
1,10
186,3
186,5
186,31
186,274
186,294
186,116
186,313
186,10
186,67
186,350
186,30
438,67
438,269
291,23
291,208
291,54
291,292
219,6
219,7
219,3
219,5
219,309
219,67
99,116
99,357
365,170
365,5
365,3
365,230
365,101
365,364
292,206
292,10
292,31
158,394
158,313
158,10
4,3
4,5
4,6
4,7
4,303
417,415
23,222
23,10
23,70
23,24
23,116
23,101
23,366
23,248
23,67
23,406
221,309
221,10
221,390
221,70
221,67
24,205
24,31
232,231
234,91
234,116
278,159
278,161
425,205
425,426
425,70
5,3
5,180
5,129
5,67
5,224
5,362
5,230
5,229
5,355
5,231
5,390
5,344
5,439
5,12
5,411
5,424
5,364
5,10
5,245
5,33
5,142
5,350
5,139
3,180
3,129
3,67
3,224
3,362
3,230
3,229
3,355
3,231
3,390
3,344
3,439
3,12
3,411
3,424
3,364
3,10
3,245
3,33
3,142
3,350
3,139
7,6
7,67
7,224
7,362
7,390
7,344
7,10
7,205
7,253
7,245
7,33
7,229
7,196
7,56
6,67
6,224
6,362
6,390
6,344
6,10
6,205
6,253
6,245
6,33
6,229
6,196
6,56
67,54
67,51
67,392
67,344
67,274
67,294
67,116
67,313
67,10
67,404
67,405
67,56
67,406
67,314
67,55
67,407
67,408
67,318
67,284
67,409
67,197
67,170
67,436
67,437
67,287
67,288
67,269
67,30
205,275
205,231
205,395
205,396
205,336
205,433
205,424
205,364
205,426
205,70
205,384
205,31
340,341
340,342
342,195
13,440
13,441
13,60
13,30
13,12
13,31
13,442
13,443
13,429
13,324
13,430
13,238
13,240
13,352
13,343
411,444
411,12
440,353
440,343
440,441
440,60
19,12
12,30
12,31
12,442
12,443
343,353
343,441
343,295
343,55
30,31
30,10
350,31
350,431
350,432
432,431
175,70
175,10
60,441
163,294
163,31
421,418
421,422
419,418
419,420
420,418
422,418
400,399
400,401
441,353
333,334
334,344
141,313
141,10
437,436
368,248
368,367
358,359
263,235
263,10
263,274
366,101
366,406
366,344
222,10
201,357
201,227
201,202
360,227
360,116
360,101
360,202
208,206
208,54
206,10
206,31
159,161
287,288
361,91
361,227
361,202
361,369
228,202
228,111
228,227
255,31
391,363
391,229
259,84
259,101
189,190
189,31
231,275
231,355
389,388
389,10
388,10
245,397
245,398
245,187
245,31
245,33
356,257
356,330
81,258
131,261
137,248
135,260
87,256
390,344
390,70
390,439
392,344
344,101
344,31
344,10
344,406
273,170
129,101
101,261
101,260
101,258
101,256
101,257
101,31
101,230
101,363
101,364
101,10
101,139
101,91
101,202
53,54
53,10
53,339
53,31
54,51
54,10
54,339
239,238
239,240
239,241
349,170
349,10
242,351
242,31
294,274
294,116
294,31
395,396
332,139
332,110
332,10
332,116
332,230
397,398
382,10
313,10
150,148
150,187
401,399
399,402
399,351
402,351
274,116
274,355
274,10
363,230
314,55
405,56
315,316
315,317
311,352
311,240
311,312
311,318
318,284
319,320
319,321
322,323
322,286
377,410
286,195
286,284
324,325
324,284
324,429
324,430
324,238
324,240
324,352
284,197
284,325
284,31
325,31
407,408
409,197
194,10
194,59
197,56
197,10
202,111
202,369
413,412
413,10
413,191
413,445
412,383
412,31
412,10
383,31
191,445
190,10
190,31
446,105
446,447
446,31
43,353
43,42
43,72
43,75
42,72
448,31
145,144
36,10
36,37
373,374
373,116
374,116
426,70
177,10
170,362
447,105
447,31
449,105
449,450
329,330
329,10
429,430
330,10
71,70
71,10
71,414
107,451
187,398
70,364
70,116
70,10
452,443
442,443
424,364
424,423
424,10
364,116
364,229
364,362
59,10
59,58
59,339
59,31
58,339
58,10
52,51
52,10
52,339
51,10
51,339
369,128
229,362
105,10
105,31
105,450
357,116
357,227
91,116
91,227
371,16
227,116
110,139
110,10
142,295
142,31
295,31
10,111
10,362
10,289
10,309
10,55
10,56
10,235
10,37
10,139
10,31
10,423
10,116
10,230
10,195
10,196
230,116
240,352
240,238
240,241
240,406
180,248
180,31
248,31
248,367
235,116
375,31
433,336
335,336
31,351
116,404
116,406
362,224
362,111
406,404
406,241
406,238
241,238
195,196
56,55
